name,candidate_type,city,gugun,category,address,lat,lng,tel,closed_day,week_start,week_end,sat_start,sat_end,holiday_start,holiday_end,seat,books,publications,nonbook,loan_num,loan_day,organization,site_area,build_area,homepage,data_date,inst_code,inst_name
범천2동작은도서관,도서관,부산광역시,부산진구,작은도서관,부산광역시 부산진구 신암로 48,35.1465101,129.0562321,051-605-6971,매주 토요일+매주 일요일+국가지정공휴일,9:00,18:00,0:00,0:00,0:00,0:00,42,11140,0,0,5,14,부산광역시 부산진구청,-,145.5,-,2022-11-22,3290000,-
안락누리도서관,도서관,부산광역시,동래구,공공도서관,부산광역시 동래구 명안로 10번길 64 (안락동),35.19698358,129.107726,051-550-6911,매주 월요일+국가지정공휴일,7:00,22:00,7:00,22:00,0:00,0:00,186,55722,49,0,5,14,부산광역시 동래구청,524.6,993.41,lib.dongnae.go.kr/allak,2022-11-23,3300000,-
동구도서관,도서관,부산광역시,동구,공공도서관,부산광역시 동구 성북로 36번길 54,35.138064,129.052451,051-440-6411,"월요일, 국경일, 국가지정공휴일",9:00,22:00,9:00,22:00,0:00,0:00,272,118989,45,4724,5,14,부산광역시 동구,15343,2462,www.bsdonggu.go.kr/library,2022-12-07,3270000,-
동구어린이영어도서관,도서관,부산광역시,동구,공공도서관,부산광역시 동구 수성로 21,35.13462651,129.0419717,051-440-6471,"월요일, 국경일, 국가지정공휴일",9:00,18:00,9:00,18:00,0:00,0:00,90,36866,30,1823,5,14,부산광역시 동구,1426,843,www.bsdonggu.go.kr/kidseng,2022-12-07,3270000,-
고촌어울림도서관,도서관,부산광역시,기장군,공공도서관,부산광역시 기장군 철마면 고촌로51,35.23872961,129.1686978,051-709-5381,"매주 월요일 , 국가공휴일",9:00,22:00,9:00,18:00,0:00,0:00,194,17840,30,0,5,14,부산광역시 기장군청,700,710.9,https://library.gijang.go.kr/gochon/main.do,2022-05-28,3400000,-
내리새라도서관,도서관,부산광역시,기장군,공공도서관,부산광역시 기장군 기장읍 기장대로51,35.20182015,129.2061857,051-709-3967,"매주 월요일 , 국가공휴일",9:00,22:00,9:00,18:00,0:00,0:00,183,17231,28,0,5,14,부산광역시 기장군청,1000,714.01,https://library.gijang.go.kr/naeri/main.do,2022-05-28,3400000,-
기장도서관,도서관,부산광역시,기장군,공공도서관,부산광역시 기장군 기장읍 차성동로126번길 13-5,35.24968318,129.2173047,051-709-5351,"매주 월요일 , 국가공휴일",7:00,23:59,7:00,23:59,0:00,0:00,524,185787,68,8276,5,14,부산광역시 기장군청,3370,2513.75,library.gijang.go.kr/gijang/main.do,2022-05-28,3400000,-
정관도서관,도서관,부산광역시,기장군,공공도서관,부산광역시 기장군 정관읍 정관중앙로100,35.32529082,129.1817313,051-709-3901,"연중무휴(신정, 명절연휴, 매월 둘째 월요일)",7:00,23:59,7:00,23:59,7:00,23:59,977,198740,81,7017,5,14,부산광역시 기장군청,8000,7371.33,library.gijang.go.kr/jglib/main.do,2022-05-28,3400000,-
정관어린이도서관,도서관,부산광역시,기장군,공공도서관,부산광역시 기장군 정관읍 정관8로 11,35.32389937,129.177611,051-709-5386,"매월 두번째, 네번째 화요일 휴관, 국가공휴일",9:00,22:00,9:00,18:00,0:00,0:00,136,43420,35,1431,5,14,부산광역시 기장군청,22770.2,827.95,library.gijang.go.kr/jgchildlib/main.do,2022-05-28,3400000,-
풀잎 작은도서관,도서관,부산광역시,영도구,작은도서관,부산광역시 영도구 영선대로65(영선동3가),35.08709058,129.041325,051-419-5541,토+일+공휴일,9:00,18:00,0:00,0:00,0:00,0:00,42,9547,0,0,5,14,영선2동주민센터,-,130.7,-,2023-03-22,3280000,-
한울마당 작은도서관,도서관,부산광역시,영도구,작은도서관,부산광역시 영도구 와치로161번길 37(동삼동),35.0811911,129.0654486,051-419-5781,토+일+공휴일,9:00,17:00,0:00,0:00,0:00,0:00,30,7899,0,0,5,14,동삼3동주민센터,-,157.31,-,2023-03-22,3280000,-
남항 작은도서관,도서관,부산광역시,영도구,작은도서관,부산광역시 영도구 절영로 71(남항동2가),35.08855518,129.0390498,051-419-5677,토+일+공휴일,9:00,18:00,0:00,0:00,0:00,0:00,32,10816,0,0,5,14,남항동주민센터,-,123.4,-,2023-03-22,3280000,-
어울림마당 작은도서관,도서관,부산광역시,영도구,작은도서관,부산광역시 영도구 청학남로13번길 18(청학동),35.09075245,129.0594969,051-419-5711,토+일+공휴일,9:00,17:00,0:00,0:00,0:00,0:00,24,5457,0,0,5,14,청학2동주민센터,-,108.98,-,2023-03-22,3280000,-
해돋이 작은도서관,도서관,부산광역시,영도구,작은도서관,부산광역시 영도구 봉래길 372(청학동),35.0911179,129.0567269,051-419-5682,토+일+공휴일,9:00,17:30,0:00,0:00,0:00,0:00,20,2215,0,0,5,14,청학1동주민센터,-,72.1,-,2023-03-22,3280000,-
영선나릿 작은도서관,도서관,부산광역시,영도구,작은도서관,부산광역시 영도구 꿈나무길 25(영선동1가),35.09024437,129.0447328,051-419-5528,토+일+공휴일,9:00,18:00,0:00,0:00,0:00,0:00,20,6384,0,0,5,14,영선1동주민센터,-,78.67,-,2023-03-22,3280000,-
동래읍성도서관,도서관,부산광역시,동래구,공공도서관,부산광역시 동래구 동래로159번길153 (칠산동),35.20716823,129.0947605,051-550-6901,매주 월요일+국가지정공휴일,7:00,22:00,7:00,22:00,0:00,0:00,196,56773,47,1180,5,14,부산광역시 동래구청,1022,956.38,lib.dongnae.go.kr/dongnae,2022-11-23,3300000,-
홀리조이 작은도서관,도서관,부산광역시,영도구,작은도서관,부산광역시 영도구 대교로50 (봉래동1가) 2층,35.0949674,129.0401082,051-415-4006,토+일+공휴일,9:00,18:00,0:00,0:00,0:00,0:00,8,3000,0,0,5,14,대한예수교장로회 땅끝교회,-,58.21,-,2023-03-22,3280000,-
은혜 작은도서관,도서관,부산광역시,영도구,작은도서관,부산광역시 영도구 봉래쉼터길 37(봉래동5가),35.09435105,129.0527456,051-412-4466,토+일+공휴일,9:00,18:00,0:00,0:00,0:00,0:00,50,3000,0,0,5,14,제4영도교회,-,174.72,-,2023-03-22,3280000,-
절영 작은도서관,도서관,부산광역시,영도구,작은도서관,부산광역시 영도구 절영로 209 (영선동4가),35.0790956,129.0451508,051-921-4451,휴관중,9:00,0:00,0:00,0:00,0:00,0:00,30,1130,0,0,5,14,손순영,-,86.48,-,2023-03-22,3280000,-
다문화 작은도서관 모두,도서관,부산광역시,영도구,작은도서관,부산광역시 영도구 태종로422번길 21(청학동) 2층,35.08927084,129.0670963,051-412-0511,월+공휴일,9:00,18:00,10:00,18:00,0:00,0:00,26,6000,0,0,5,14,동삼사회복지관,-,138,-,2023-03-22,3280000,-
리빙스턴 작은도서관,도서관,부산광역시,영도구,작은도서관,부산광역시 영도구 남항로10번길 15(남항동2가),35.08898767,129.0375213,051-413-1101,토+일+공휴일,9:00,18:00,0:00,0:00,0:00,0:00,18,1255,0,0,5,14,제3영도교회,-,71.28,-,2023-03-22,3280000,-
영도도서관,도서관,부산광역시,영도구,공공도서관,부산광역시 영도구 함지로79번길6(동삼동),35.07526538,129.066859,051-419-4821,월+공휴일,9:00,18:00,9:00,18:00,0:00,0:00,254,184682,55,9397,5,14,부산광역시 영도구청,2985.43,2128,www.yeongdo.go.kr/library.web,2023-03-22,3280000,-
찬새미 작은도서관,도서관,부산광역시,영도구,작은도서관,부산광역시 영도구 하나길 733(봉래동5가),35.0938222,129.0527128,051-417-5982,토+일+공휴일,9:00,17:00,0:00,0:00,0:00,0:00,12,4533,0,0,5,14,봉래2동주민센터,-,85.68,-,2023-03-22,3280000,-
영도구청 도서자료관,도서관,부산광역시,영도구,작은도서관,부산광역시 영도구 태종로 423(청학동),35.09121745,129.0679105,051-419-4262,토+일+공휴일,9:00,18:00,0:00,0:00,0:00,0:00,20,10208,0,428,5,14,영도구청,-,117.68,-,2023-03-22,3280000,-
도래샘 작은도서관,도서관,부산광역시,영도구,작은도서관,부산광역시 영도구 중복길 458(신선동1가),35.08875384,129.0482886,051-419-5607,토+일+공휴일,9:00,18:00,0:00,0:00,0:00,0:00,20,1100,0,0,5,14,신선동주민센터,-,50.66,-,2023-03-22,3280000,-
동일 작은도서관,도서관,부산광역시,영도구,작은도서관,부산광역시 영도구 함지로19(동삼동) A상가 4층,35.07180289,129.0603581,051-403-4340,공휴일,9:00,20:00,0:00,20:00,0:00,0:00,50,8000,0,0,5,14,동일교회,-,107.81,-,2023-03-22,3280000,-
꿈나무 작은도서관,도서관,부산광역시,영도구,작은도서관,부산광역시 영도구 한사랑길63(영선동1가),35.0897278,129.0440196,051-415-6351,휴관중,0:00,0:00,0:00,0:00,0:00,0:00,60,1500,0,0,5,14,우리교회,-,63.63,-,2023-03-22,3280000,-
영도도서관 남항분관,도서관,부산광역시,영도구,공공도서관,부산광역시 영도구 절영로71(남항동2가),35.08855518,129.0390498,051-419-5673,월+공휴일,9:00,18:00,9:00,18:00,0:00,0:00,50,41261,8,2267,5,14,부산광역시 영도구청,2009.5,1192,www.yeongdo.go.kr/library/01351/01981.web,2023-03-22,3280000,-
아랫서발작은도서관,도서관,부산광역시,영도구,작은도서관,부산광역시 영도구 동삼오션로27,35.068449,129.083185,051-412-7040,토+일+공휴일,9:00,18:00,0:00,0:00,0:00,0:00,0,3000,2,0,5,14,동삼2동주민센터,-,129,-,2023-03-22,3280000,-
담쟁이 작은도서관,도서관,부산광역시,영도구,작은도서관,부산광역시 영도구 대교로6번길 5(봉래동3가),35.09350456,129.0443849,051-419-5624,토+일+공휴일,9:00,18:00,0:00,0:00,0:00,0:00,20,4685,0,0,5,14,봉래1동주민센터,-,94.92,-,2023-03-22,3280000,-
당리작은도서관,도서관,부산광역시,사하구,작은도서관,부산광역시 사하구 승학로 20번길 25 (당리동),35.106151,128.9721747,051-201-5930,월+국가지정공휴일,10:00,20:00,10:00,18:00,0:00,0:00,55,11729,0,0,5,15,부산광역시 사하구청,-,224,www.saha.go.kr/portal/contents.do?mId=0607010000,2023-03-15,3340000,-
노을나루길작은도서관,도서관,부산광역시,사하구,작은도서관,부산광역시 사하구 하신번영로 377(하단동),35.11458776,128.9605208,051-220-5207,월+국가지정공휴일,10:00,18:00,10:00,18:00,0:00,0:00,60,17051,0,0,5,15,부산광역시 사하구 하단2동 주민센터,-,194,www.saha.go.kr/portal/contents.do?mId=0607010000,2023-03-15,3340000,-
푸른누리작은도서관,도서관,부산광역시,사하구,작은도서관,부산광역시 사하구 감천로83번길 26(감천동),35.089871,129.0014159,051-202-4466,월+국가지정공휴일,10:00,20:00,10:00,18:00,0:00,0:00,41,12718,0,0,5,15,부산광역시 사하구청,-,200,www.saha.go.kr/portal/contents.do?mId=0607010000,2023-03-15,3340000,-
까치마을작은도서관,도서관,부산광역시,사하구,작은도서관,부산광역시 사하구 까치고개로 50-10 (괴정동),35.10448346,129.0063449,051-202-0998,월+국가지정공휴일,10:00,20:00,10:00,18:00,0:00,0:00,32,9092,0,0,5,15,부산광역시 사하구청,-,271,www.saha.go.kr/portal/contents.do?mId=0607010000,2023-03-15,3340000,-
오작교작은도서관,도서관,부산광역시,사하구,작은도서관,부산광역시 사하구 낙동대로 171번길 30-5(괴정동),35.100341,128.9980938,051-220-5087,월+국가지정공휴일,10:00,18:00,10:00,18:00,0:00,0:00,77,15569,0,0,5,15,부산광역시 사하구 괴정3동 주민센터,-,190,www.saha.go.kr/portal/contents.do?mId=0607010000,2023-03-15,3340000,-
마하골길벗작은도서관,도서관,부산광역시,사하구,작은도서관,부산광역시 사하구 승학로 161번길 80(괴정동),35.105438,128.9849761,051-294-8850,월+국가지정공휴일,10:00,20:00,10:00,18:00,0:00,0:00,65,11247,0,0,5,15,부산광역시 사하구청,-,330,www.saha.go.kr/portal/contents.do?mId=0607010000,2023-03-15,3340000,-
다대도서관,도서관,부산광역시,사하구,공공도서관,부산광역시 사하구 다대낙조2길 9(다대동),35.05042791,128.9646713,051-220-5861,월+국가지정공휴일,9:00,22:00,9:00,18:00,0:00,0:00,598,147269,63,4121,5,15,부산광역시 사하구청,1657,3521,dadaelib.saha.go.kr,2023-03-15,3340000,-
회화나무작은도서관,도서관,부산광역시,사하구,작은도서관,부산광역시 사하구 사하로141번나길 11-1,35.093992,128.9916801,051-201-3096,월+국가지정공휴일,10:00,20:00,10:00,18:00,0:00,0:00,60,17319,0,0,5,15,부산광역시 사하구청,-,421,www.saha.go.kr/portal/contents.do?mId=0607010000,2023-03-15,3340000,-
장림 무지개 작은도서관,도서관,부산광역시,사하구,작은도서관,부산광역시 사하구 장림로161번길 14,35.08334505,128.9670461,051-265-0245,월+국가지정공휴일,10:00,20:00,10:00,18:00,0:00,0:00,29,12357,0,0,5,15,부산광역시 사하구청,-,374,www.saha.go.kr/portal/contents.do?mId=0607010000,2023-03-15,3340000,-
감천횃불작은도서관,도서관,부산광역시,사하구,작은도서관,부산광역시 사하구 감내1로175번길 50(감천동),35.09646768,129.0091984,051-203-0543,국가지정공휴일,10:00,18:00,10:00,18:00,0:00,0:00,20,12739,0,0,5,15,부산광역시 사하구청,-,193,www.saha.go.kr/portal/contents.do?mId=0607010000,2023-03-15,3340000,-
수풀작은도서관,도서관,부산광역시,사하구,작은도서관,부산광역시 사하구 다대로271번길 25,35.07780194,128.978671,051-265-4832,월+국가지정공휴일,10:00,20:00,10:00,18:00,0:00,0:00,71,9457,0,0,5,15,부산광역시 사하구청,-,236,www.saha.go.kr/portal/contents.do?mId=0607010000,2023-03-15,3340000,-
구평예들작은도서관,도서관,부산광역시,사하구,작은도서관,부산광역시 사하구 다대로271번길 26,35.07764621,128.9787155,051-261-5274,월+국가지정공휴일,10:00,20:00,10:00,18:00,0:00,0:00,51,11709,0,0,5,15,부산광역시 사하구청,-,250,www.saha.go.kr/portal/contents.do?mId=0607010000,2023-03-15,3340000,-
낫개작은도서관,도서관,부산광역시,사하구,작은도서관,부산광역시 사하구 다대로429번길 22(다대2동),35.06170897,128.9791944,051-266-0027,월+국가지정공휴일,10:00,20:00,10:00,18:00,0:00,0:00,74,10909,0,0,5,15,부산광역시 사하구청,-,197,www.saha.go.kr/portal/contents.do?mId=0607010000,2023-03-15,3340000,-
하단꿈길작은도서관,도서관,부산광역시,사하구,작은도서관,부산광역시 사하구 동매로66번길 6(하단1동),35.1025212,128.9652977,051-203-7798,월+국가지정공휴일,10:00,20:00,10:00,18:00,0:00,0:00,55,8402,0,0,5,15,부산광역시 사하구청,-,318,www.saha.go.kr/portal/contents.do?mId=0607010000,2023-03-15,3340000,-
두송작은도서관,도서관,부산광역시,사하구,작은도서관,부산광역시 사하구 다대로429번길 30(다대동),35.06355188,128.9820097,051-220-5386,국가지정공휴일,10:00,18:00,10:00,18:00,0:00,0:00,72,10820,0,0,5,15,부산광역시 사하구 다대2동 주민센터,-,342,www.saha.go.kr/portal/contents.do?mId=0607010000,2023-03-15,3340000,-
꿈꾸는작은도서관,도서관,부산광역시,사하구,작은도서관,부산광역시 사하구 하신중앙로 185(신평동),35.09496763,128.9615408,051-220-5285,토+일+국가지정공휴일,10:00,19:00,0:00,0:00,0:00,0:00,40,11553,0,0,5,15,부산광역시 사하구청,-,257,www.saha.go.kr/portal/contents.do?mId=0607010000,2023-03-15,3340000,-
동매누리작은도서관,도서관,부산광역시,사하구,작은도서관,부산광역시 사하구 다대로 130번길 112(신평동),35.093067,128.9759477,051-900-4060,월+국가지정공휴일,10:00,20:00,10:00,18:00,0:00,0:00,36,12000,0,0,5,15,부산광역시 사하구청,-,236,www.saha.go.kr/portal/contents.do?mId=0607010000,2023-03-15,3340000,-
학마을작은도서관,도서관,부산광역시,사상구,작은도서관,부산광역시 사상구 학감대로49번길 28-70(학장동),35.13865234,128.9897444,051-311-4017,매주일요일+공휴일,10:00,18:00,10:00,16:00,0:00,0:00,30,5434,0,0,2,14,학장종합사회복지관,-,90,-,2022-11-25,3390000,-
함께하는 작은도서관,도서관,부산광역시,사상구,작은도서관,"부산광역시 사상구 백양대로 887-26, 함께하는 교회",35.18574065,128.9895176,051-949-5476,매주토요일+매주일요일+공휴일,9:00,17:00,0:00,0:00,0:00,0:00,30,1750,0,0,0,0,최상구,-,165,-,2022-11-25,3390000,-
감전LH꿈꾸는 작은도서관,도서관,부산광역시,사상구,작은도서관,"부산광역시 사상구 백양대로 539, 감전LH아파트",35.15532163,128.99424,051-317-7739,매주토요일+매주일요일+공휴일,10:00,17:00,0:00,0:00,0:00,0:00,16,1600,0,0,5,14,이선돌,-,110,-,2022-11-25,3390000,-
햇살나무작은도서관,도서관,부산광역시,사상구,작은도서관,"부산광역시 사상구 모라로110번길 29, 3층",35.18525759,128.9926425,051-312-1391,매주토요일+매주일요일+공휴일,10:00,18:00,0:00,0:00,0:00,0:00,40,9573,2,0,3,14,부산여성회 김선희,-,99,-,2022-11-25,3390000,-
주례2동 작은도서관,도서관,부산광역시,사상구,작은도서관,"부산광역시 사상구 가야대로255번길 17, 주례1동 행정복지센터 3층",35.15134071,129.0010945,051-310-3155,매주토요일+매주일요일+공휴일,9:00,18:00,0:00,0:00,0:00,0:00,8,1905,0,0,5,14,주례1동 작은도서관 운영위원회,-,73,-,2022-11-25,3390000,-
연제도서관,도서관,부산광역시,연제구,공공도서관,부산광역시 연제구 황령산로 612(연산동),35.17414442,129.0829683,051-665-5511,"매주월요일, 국가지정공휴일",9:00,22:00,9:00,18:00,9:00,17:00,193,145260,65,2452,5,14,부산광역시 연제구청,1750.2,2016.98,www.yeonje.go.kr/library/main.do,2022-10-14,3370000,-
연산도서관,도서관,부산광역시,연제구,공공도서관,부산광역시 연제구 고분로191번길 16,35.185874,129.1043222,051-792-5400,"매주 셋째, 넷째 월요일, 국가지정공휴일",9:00,22:00,9:00,18:00,9:00,17:00,330,151452,97,9705,5,14,부산광역시 교육청,1527,1370,https://home.pen.go.kr/yeonsanlib/main.do,2022-10-14,3370000,-
배산작은도서관,도서관,부산광역시,연제구,작은도서관,부산광역시 연제구 배산북로8(연산동),35.17509425,129.0933137,051-665-4508,"매주월요일, 국가지정공휴일",10:00,20:00,10:00,18:00,10:00,14:00,35,16618,36,182,5,14,부산광역시 연제구청,-,194.98,-,2022-10-14,3370000,-
솔벗작은도서관,도서관,부산광역시,연제구,작은도서관,부산광역시 연제구 아시아드대로22번길15(거제동),35.18764403,129.0701317,051-665-4511,"매주일요일, 국가지정공휴일",10:00,19:00,10:00,14:00,10:00,14:00,20,10414,25,0,5,14,부산광역시 연제구청,-,138.32,-,2022-10-14,3370000,-
밤골작은도서관,도서관,부산광역시,연제구,작은도서관,부산광역시 연제구 금련로 24번길33(연산동),35.1720557,129.0944725,051-665-4513,"매주월요일, 국가지정공휴일",10:00,20:00,10:00,18:00,10:00,14:00,33,11110,2,0,5,14,부산광역시 연제구청,-,138.64,-,2022-10-14,3370000,-
해뜰작은도서관,도서관,부산광역시,연제구,작은도서관,부산광역시 연제구 중앙대로 1150번길15(연산동),35.19056266,129.0815476,051-665-4512,"매주일요일, 국가지정공휴일",10:00,19:00,10:00,14:00,0:00,0:00,33,18554,2,307,5,14,부산광역시 연제구청,-,126,-,2022-10-14,3370000,-
해맞이작은도서관,도서관,부산광역시,연제구,작은도서관,부산광역시 연제구 해맞이로 43번길 36,35.17937101,129.066573,051-665-4518,"매주일요일, 국가지정공휴일",10:00,19:00,10:00,14:00,10:00,14:00,28,9144,34,0,5,14,부산광역시 연제구청,-,143.55,-,2022-10-14,3370000,-
